tick,npc_id,hp,max_hp,stress,resentment,identity_integrity,intent,intent_score,emotion,gold,delta_stress,delta_gold,delta_hp,max_urgency,active_drives
34,thief_shadow,35,35,3.2,0.0,1.0,block_path,0.6,нейтрально,35.98,0.0,0.0,0,0.64,income_urge(0.64)
34,tavern_keeper_tornin,40,40,0.0,0.0,1.0,spread_rumor,0.305,нейтрально,41.82,0.0,0.0,0,0.41,
34,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.89,0.0,0.0,0,0.64,hunger
35,guard_borko,30,30,3.05,0.0,1.0,seek_ally,0.338,нейтрально,17.14,0.0,0.0,0,0.42,
35,merchant_goran,20,20,3.31,0.0,1.0,request_service,0.585,нейтрально,72.89,0.0,0.0,0,0.41,
35,maid_lusya,15,15,7.6,0.0,1.0,call_for_help,0.349,нейтрально,6.88,0.01,0.0,0,0.4,
35,blacksmith_orm,45,45,3.24,0.0,1.0,request_service,0.576,нейтрально,55.09,0.0,0.0,0,0.41,
35,thief_shadow,35,35,3.2,0.0,1.0,block_path,0.601,нейтрально,35.98,0.0,0.0,0,0.65,income_urge(0.65)
35,tavern_keeper_tornin,40,40,0.0,0.0,1.0,spread_rumor,0.205,нейтрально,41.82,0.0,0.0,0,0.42,
35,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.89,0.0,0.0,0,0.65,hunger
36,guard_borko,30,30,3.05,0.0,1.0,ambush,0.297,нейтрально,17.14,0.0,0.0,0,0.43,
36,merchant_goran,20,20,3.31,0.0,1.0,request_service,0.627,нейтрально,72.89,0.0,0.0,0,0.42,
36,maid_lusya,15,15,7.61,0.0,1.0,call_for_help,0.244,нейтрально,6.88,0.01,0.0,0,0.41,
36,blacksmith_orm,45,45,3.24,0.0,1.0,request_service,0.802,нейтрально,55.09,0.0,0.0,0,0.42,
36,thief_shadow,35,35,3.2,0.0,1.0,block_path,0.593,нейтрально,35.98,0.0,0.0,0,0.66,income_urge(0.66)
36,tavern_keeper_tornin,40,40,0.0,0.0,1.0,spread_rumor,0.151,нейтрально,41.82,0.0,0.0,0,0.43,
36,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.89,0.0,0.0,0,0.66,hunger
37,guard_borko,30,30,3.05,0.0,1.0,ambush,0.287,нейтрально,17.14,0.0,0.0,0,0.44,
37,merchant_goran,20,20,3.31,0.0,1.0,request_service,0.4,нейтрально,74.89,0.0,0.0,0,0.43,
37,maid_lusya,15,15,7.62,0.0,1.0,idle,0.0,нейтрально,6.88,0.01,0.0,0,0.42,
37,blacksmith_orm,45,45,3.24,0.0,1.0,request_service,0.833,нейтрально,55.09,0.0,0.0,0,0.43,
37,thief_shadow,35,35,3.2,0.0,1.0,block_path,0.563,нейтрально,35.98,0.0,0.0,0,0.67,income_urge(0.67)
37,tavern_keeper_tornin,40,40,0.0,0.0,1.0,idle,0.0,нейтрально,41.82,0.0,0.0,0,0.44,
37,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.89,0.0,0.0,0,0.67,hunger
38,guard_borko,30,30,3.05,0.0,1.0,ambush,0.39,нейтрально,17.14,0.0,0.0,0,0.45,
38,merchant_goran,20,20,3.31,0.0,1.0,request_service,0.299,нейтрально,74.89,0.0,0.0,0,0.44,
38,maid_lusya,15,15,7.63,0.0,1.0,call_for_help,0.243,нейтрально,6.88,0.01,0.0,0,0.43,
38,blacksmith_orm,45,45,3.24,0.0,1.0,request_service,0.891,нейтрально,55.09,0.0,0.0,0,0.44,
38,thief_shadow,35,35,3.2,0.0,1.0,block_path,0.415,нейтрально,35.98,0.0,0.0,0,0.68,income_urge(0.68)
38,tavern_keeper_tornin,40,40,0.0,0.0,1.0,spread_rumor,0.298,нейтрально,42.16,0.0,0.0,0,0.45,
38,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.89,0.0,0.0,0,0.68,hunger
39,guard_borko,30,30,3.05,0.0,1.0,ambush,0.429,нейтрально,17.14,0.0,0.0,0,0.46,
39,merchant_goran,20,20,3.31,0.0,1.0,offer_job,0.463,нейтрально,74.89,0.0,0.0,0,0.51,
39,maid_lusya,15,15,7.64,0.0,1.0,call_for_help,0.247,нейтрально,6.88,0.01,0.0,0,0.44,
39,blacksmith_orm,45,45,3.24,0.0,1.0,request_service,0.846,нейтрально,55.09,0.0,0.0,0,0.5,
39,thief_shadow,35,35,3.2,0.0,1.0,block_path,0.374,нейтрально,35.98,0.0,0.0,0,0.69,income_urge(0.69)
39,tavern_keeper_tornin,40,40,0.0,0.0,1.0,spread_rumor,0.271,нейтрально,42.52,0.0,0.0,0,0.46,
39,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.89,0.0,0.0,0,0.69,hunger
40,guard_borko,30,30,3.05,0.0,1.0,ambush,0.479,нейтрально,17.14,0.0,0.0,0,0.5,
40,merchant_goran,20,20,3.31,0.0,1.0,offer_job,0.596,нейтрально,78.89,0.0,0.0,0,0.6,
40,maid_lusya,15,15,7.65,0.0,1.0,call_for_help,0.253,нейтрально,6.88,0.01,0.0,0,0.45,
40,blacksmith_orm,45,45,3.24,0.0,1.0,request_service,0.917,нейтрально,55.09,0.0,0.0,0,0.59,
40,thief_shadow,35,35,3.2,0.0,1.0,block_path,0.189,нейтрально,35.98,0.0,0.0,0,0.7,income_urge(0.70)
40,tavern_keeper_tornin,40,40,0.0,0.0,1.0,spread_rumor,0.374,нейтрально,42.52,0.0,0.0,0,0.47,
40,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.89,0.0,0.0,0,0.7,hunger
41,guard_borko,30,30,3.05,0.0,1.0,ambush,0.574,нейтрально,17.14,0.0,0.0,0,0.57,
41,merchant_goran,20,20,3.31,0.0,1.0,offer_job,0.737,нейтрально,78.89,0.0,0.0,0,0.68,hunger(0.68)
41,maid_lusya,15,15,7.66,0.0,1.0,call_for_help,0.232,нейтрально,6.88,0.01,0.0,0,0.46,
41,blacksmith_orm,45,45,3.24,0.0,1.0,request_service,0.901,нейтрально,55.09,0.0,0.0,0,0.67,hunger(0.67)
41,thief_shadow,35,35,3.2,0.0,1.0,ambush,0.381,нейтрально,35.98,0.0,0.0,0,0.71,income_urge(0.71)
41,tavern_keeper_tornin,40,40,0.0,0.0,1.0,call_for_help,0.326,нейтрально,42.52,0.0,0.0,0,0.49,
41,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.89,0.0,0.0,0,0.71,hunger
42,guard_borko,30,30,3.05,0.0,1.0,ambush,0.426,нейтрально,17.14,0.0,0.0,0,0.64,hunger(0.64)
42,merchant_goran,20,20,3.31,0.0,1.0,offer_job,0.783,нейтрально,78.78,0.0,0.0,0,0.48,
42,maid_lusya,15,15,7.67,0.0,1.0,call_for_help,0.383,нейтрально,6.88,0.01,0.0,0,0.47,
42,blacksmith_orm,45,45,3.24,0.0,1.0,request_service,0.978,нейтрально,54.98,0.0,0.0,0,0.48,
42,thief_shadow,35,35,3.2,0.0,1.0,ambush,0.453,нейтрально,35.98,0.0,0.0,0,0.72,income_urge(0.72)
42,tavern_keeper_tornin,40,40,0.0,0.0,1.0,call_for_help,0.237,нейтрально,42.85,0.0,0.0,0,0.5,
42,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.78,0.0,0.0,0,0.72,hunger
43,guard_borko,30,30,3.05,0.0,1.0,ambush,0.449,нейтрально,17.03,0.0,0.0,0,0.5,
43,merchant_goran,20,20,3.31,0.0,1.0,offer_job,0.772,нейтрально,78.78,0.0,0.0,0,0.49,
43,maid_lusya,15,15,7.68,0.0,1.0,call_for_help,0.473,нейтрально,6.88,0.01,0.0,0,0.48,
43,blacksmith_orm,45,45,3.24,0.0,1.0,request_service,0.756,нейтрально,54.98,0.0,0.0,0,0.49,
43,thief_shadow,35,35,3.2,0.0,1.0,ambush,0.434,нейтрально,35.98,0.0,0.0,0,0.73,income_urge(0.73)
43,tavern_keeper_tornin,40,40,0.0,0.0,1.0,call_for_help,0.34,нейтрально,42.96,0.0,0.0,0,0.51,
43,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.78,0.0,0.0,0,0.73,hunger
44,guard_borko,30,30,3.05,0.0,1.0,ambush,0.376,нейтрально,17.03,0.0,0.0,0,0.51,
44,merchant_goran,20,20,3.31,0.0,1.0,offer_job,0.823,нейтрально,78.78,0.0,0.0,0,0.5,
44,maid_lusya,15,15,7.69,0.0,1.0,call_for_help,0.325,нейтрально,6.88,0.01,0.0,0,0.49,
44,blacksmith_orm,45,45,3.24,0.0,1.0,request_service,0.825,нейтрально,54.98,0.0,0.0,0,0.5,
44,thief_shadow,35,35,3.2,0.0,1.0,ambush,0.458,нейтрально,35.98,0.0,0.0,0,0.74,income_urge(0.74)
44,tavern_keeper_tornin,40,40,0.0,0.0,1.0,call_for_help,0.281,нейтрально,42.96,0.0,0.0,0,0.52,
44,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.78,0.0,0.0,0,0.74,hunger
45,guard_borko,30,30,3.05,0.0,1.0,ambush,0.291,нейтрально,17.03,0.0,0.0,0,0.52,
45,merchant_goran,20,20,3.31,0.0,1.0,offer_job,0.854,нейтрально,78.78,0.0,0.0,0,0.51,
45,maid_lusya,15,15,7.7,0.0,1.0,call_for_help,0.39,нейтрально,6.88,0.01,0.0,0,0.5,
45,blacksmith_orm,45,45,3.24,0.0,1.0,request_service,0.728,нейтрально,54.98,0.0,0.0,0,0.51,
45,thief_shadow,35,35,3.2,0.0,1.0,ambush,0.488,нейтрально,35.98,0.0,0.0,0,0.75,income_urge(0.75)
45,tavern_keeper_tornin,40,40,0.0,0.0,1.0,call_for_help,0.418,нейтрально,42.96,0.0,0.0,0,0.53,
45,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.78,0.0,0.0,0,0.75,hunger
46,guard_borko,30,30,3.05,0.0,1.0,ambush,0.215,нейтрально,17.03,0.0,0.0,0,0.54,
46,merchant_goran,20,20,3.31,0.0,1.0,offer_job,0.901,нейтрально,78.78,0.0,0.0,0,0.52,
46,maid_lusya,15,15,7.71,0.0,1.0,call_for_help,0.337,нейтрально,6.88,0.01,0.0,0,0.5,
46,blacksmith_orm,45,45,3.24,0.0,1.0,request_service,0.51,нейтрально,54.98,0.0,0.0,0,0.52,
46,thief_shadow,35,35,3.2,0.0,1.0,ambush,0.57,нейтрально,35.98,0.0,0.0,0,0.76,income_urge(0.76)
46,tavern_keeper_tornin,40,40,0.0,0.0,1.0,call_for_help,0.403,нейтрально,42.96,0.0,0.0,0,0.54,
46,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.78,0.0,0.0,0,0.76,hunger
47,guard_borko,30,30,3.05,0.0,1.0,ambush,0.223,нейтрально,17.03,0.0,0.0,0,0.55,
47,merchant_goran,20,20,3.31,0.0,1.0,offer_job,0.746,нейтрально,78.78,0.0,0.0,0,0.53,
47,maid_lusya,15,15,7.72,0.0,1.0,call_for_help,0.171,нейтрально,6.88,0.01,0.0,0,0.51,
47,blacksmith_orm,45,45,3.24,0.0,1.0,request_service,0.473,нейтрально,54.98,0.0,0.0,0,0.53,
47,thief_shadow,35,35,3.2,0.0,1.0,ambush,0.556,нейтрально,35.98,0.0,0.0,0,0.77,income_urge(0.77)
47,tavern_keeper_tornin,40,40,0.0,0.0,1.0,call_for_help,0.452,нейтрально,42.96,0.0,0.0,0,0.55,
47,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.78,0.0,0.0,0,0.77,hunger
48,guard_borko,30,30,1.55,0.0,1.0,block_path,0.224,нейтрально,17.73,-1.5,0.0,0,0.56,
48,merchant_goran,20,20,1.81,0.0,1.0,offer_job,0.703,нейтрально,78.08,-1.5,0.0,0,0.54,
48,maid_lusya,15,15,6.23,0.0,1.0,call_for_help,0.215,нейтрально,7.18,-1.49,0.0,0,0.58,
48,blacksmith_orm,45,45,1.74,0.0,1.0,request_service,0.409,нейтрально,54.98,-1.5,0.0,0,0.54,
48,thief_shadow,35,35,1.7,0.0,1.0,ambush,0.696,нейтрально,35.98,-1.5,0.0,0,0.78,income_urge(0.78)
48,tavern_keeper_tornin,40,40,0.0,0.0,1.0,call_for_help,0.406,нейтрально,42.66,0.0,0.0,0,0.56,obligation(1.00)
48,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.78,0.0,0.0,0,0.78,hunger
49,guard_borko,30,30,1.55,0.0,1.0,block_path,0.415,нейтрально,17.58,0.0,0.0,0,0.31,
49,merchant_goran,20,20,1.81,0.0,1.0,offer_job,0.514,нейтрально,77.68,0.0,0.0,0,0.31,
49,maid_lusya,15,15,6.24,0.0,1.0,call_for_help,0.16,нейтрально,7.08,0.01,0.0,0,0.66,hunger(0.66)
49,blacksmith_orm,45,45,1.74,0.0,1.0,request_service,0.238,нейтрально,54.68,0.0,0.0,0,0.55,
49,thief_shadow,35,35,1.7,0.0,1.0,ambush,0.585,нейтрально,35.88,0.0,0.0,0,0.79,hunger(0.66); income_urge(0.79)
49,tavern_keeper_tornin,40,40,0.03,0.0,1.0,call_for_help,0.324,нейтрально,42.41,0.03,0.0,0,0.31,obligation(1.00)
49,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.78,0.0,0.0,0,0.79,hunger
50,guard_borko,30,30,1.55,0.0,1.0,block_path,0.46,нейтрально,17.58,0.0,0.0,0,0.32,
50,merchant_goran,20,20,1.81,0.0,1.0,offer_job,0.559,нейтрально,77.68,0.0,0.0,0,0.34,
50,maid_lusya,15,15,6.25,0.0,1.0,idle,0.0,нейтрально,6.97,0.01,0.0,0,0.32,
50,blacksmith_orm,45,45,1.74,0.0,1.0,change_role,0.359,нейтрально,54.68,0.0,0.0,0,0.56,
50,thief_shadow,35,35,1.7,0.0,1.0,ambush,0.454,нейтрально,35.77,0.0,0.0,0,0.8,income_urge(0.80)
50,tavern_keeper_tornin,40,40,0.06,0.0,1.0,call_for_help,0.279,нейтрально,42.63,0.03,0.0,0,0.32,obligation(1.00)
50,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.78,0.0,0.0,0,0.8,hunger
51,guard_borko,30,30,1.55,0.0,1.0,block_path,0.411,нейтрально,17.58,0.0,0.0,0,0.33,
51,merchant_goran,20,20,1.81,0.0,1.0,offer_job,0.335,нейтрально,77.68,0.0,0.0,0,0.43,
51,maid_lusya,15,15,6.26,0.0,1.0,talk,0.193,нейтрально,6.97,0.01,0.0,0,0.33,
51,blacksmith_orm,45,45,1.74,0.0,1.0,request_service,0.646,нейтрально,54.68,0.0,0.0,0,0.57,
51,thief_shadow,35,35,1.7,0.0,1.0,ambush,0.45,нейтрально,35.77,0.0,0.0,0,0.82,income_urge(0.82)
51,tavern_keeper_tornin,40,40,0.09,0.0,1.0,call_for_help,0.225,нейтрально,42.63,0.03,0.0,0,0.33,obligation(1.00)
51,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.78,0.0,0.0,0,0.81,hunger
52,guard_borko,30,30,1.55,0.0,1.0,block_path,0.372,нейтрально,17.58,0.0,0.0,0,0.34,
52,merchant_goran,20,20,1.81,0.0,1.0,request_service,0.507,нейтрально,77.68,0.0,0.0,0,0.34,
52,maid_lusya,15,15,6.27,0.0,1.0,call_for_help,0.293,нейтрально,6.97,0.01,0.0,0,0.34,
52,blacksmith_orm,45,45,1.74,0.0,1.0,request_service,0.678,нейтрально,54.68,0.0,0.0,0,0.58,
52,thief_shadow,35,35,1.7,0.0,1.0,ambush,0.359,нейтрально,35.77,0.0,0.0,0,0.83,income_urge(0.83)
52,tavern_keeper_tornin,40,40,0.12,0.0,1.0,call_for_help,0.226,нейтрально,42.63,0.03,0.0,0,0.34,obligation(1.00)
52,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.78,0.0,0.0,0,0.82,hunger
53,guard_borko,30,30,1.55,0.0,1.0,block_path,0.571,нейтрально,17.58,0.0,0.0,0,0.36,
53,merchant_goran,20,20,1.81,0.0,1.0,request_service,0.586,нейтрально,77.68,0.0,0.0,0,0.35,
53,maid_lusya,15,15,6.28,0.0,1.0,call_for_help,0.323,нейтрально,6.97,0.01,0.0,0,0.35,
53,blacksmith_orm,45,45,1.74,0.0,1.0,request_service,0.739,нейтрально,54.68,0.0,0.0,0,0.59,
53,thief_shadow,35,35,1.7,0.0,1.0,ambush,0.187,нейтрально,35.77,0.0,0.0,0,0.84,income_urge(0.84)
53,tavern_keeper_tornin,40,40,0.15,0.0,1.0,talk,0.463,нейтрально,42.63,0.03,0.0,0,0.35,obligation(1.00)
53,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.78,0.0,0.0,0,0.83,hunger
54,guard_borko,30,30,1.55,0.0,1.0,block_path,0.486,нейтрально,17.58,0.0,0.0,0,0.43,
54,merchant_goran,20,20,1.81,0.0,1.0,request_service,0.598,нейтрально,81.68,0.0,0.0,0,0.36,
54,maid_lusya,15,15,6.29,0.0,1.0,call_for_help,0.369,нейтрально,6.97,0.01,0.0,0,0.41,
54,blacksmith_orm,45,45,1.74,0.0,1.0,request_service,0.821,нейтрально,56.18,0.0,0.0,0,0.6,income_urge(0.60)
54,thief_shadow,35,35,1.7,0.0,1.0,block_path,0.451,нейтрально,35.77,0.0,0.0,0,0.85,income_urge(0.85)
54,tavern_keeper_tornin,40,40,0.18,0.0,1.0,talk,0.567,нейтрально,42.63,0.03,0.0,0,0.42,obligation(1.00)
54,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.78,0.0,0.0,0,0.84,hunger
55,guard_borko,30,30,1.55,0.0,1.0,block_path,0.451,нейтрально,17.58,0.0,0.0,0,0.37,
55,merchant_goran,20,20,1.81,0.0,1.0,request_service,0.799,нейтрально,81.68,0.0,0.0,0,0.37,
55,maid_lusya,15,15,6.3,0.0,1.0,call_for_help,0.37,нейтрально,6.97,0.01,0.0,0,0.37,
55,blacksmith_orm,45,45,1.74,0.0,1.0,request_service,0.769,нейтрально,56.18,0.0,0.0,0,0.61,income_urge(0.61)
55,thief_shadow,35,35,1.76,0.0,1.0,block_path,0.393,нейтрально,35.77,0.05,0.0,0,0.86,income_urge(0.86)
55,tavern_keeper_tornin,40,40,0.21,0.0,1.0,talk,0.495,нейтрально,42.63,0.03,0.0,0,0.38,obligation(1.00)
55,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.78,0.0,0.0,0,0.85,hunger
56,guard_borko,30,30,1.55,0.0,1.0,block_path,0.362,нейтрально,17.58,0.0,0.0,0,0.39,
56,merchant_goran,20,20,1.81,0.0,1.0,request_service,0.765,нейтрально,85.18,0.0,0.0,0,0.43,
56,maid_lusya,15,15,6.31,0.0,1.0,call_for_help,0.367,нейтрально,6.97,0.01,0.0,0,0.37,
56,blacksmith_orm,45,45,1.74,0.0,1.0,request_service,0.796,нейтрально,60.68,0.0,0.0,0,0.62,income_urge(0.62)
56,thief_shadow,35,35,1.91,0.0,1.0,block_path,0.526,нейтрально,35.77,0.16,0.0,0,0.87,income_urge(0.87)
56,tavern_keeper_tornin,40,40,0.24,0.0,1.0,talk,0.523,нейтрально,42.63,0.03,0.0,0,0.39,obligation(1.00)
56,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.78,0.0,0.0,0,0.86,hunger
57,guard_borko,30,30,1.55,0.0,1.0,block_path,0.399,нейтрально,17.58,0.0,0.0,0,0.4,
57,merchant_goran,20,20,1.81,0.0,1.0,request_service,0.698,нейтрально,85.18,0.0,0.0,0,0.51,
57,maid_lusya,15,15,6.32,0.0,1.0,call_for_help,0.34,нейтрально,6.97,0.01,0.0,0,0.38,
57,blacksmith_orm,45,45,1.74,0.0,1.0,request_service,0.8,нейтрально,60.68,0.0,0.0,0,0.63,income_urge(0.63)
57,thief_shadow,35,35,2.17,0.0,1.0,block_path,0.485,нейтрально,35.77,0.26,0.0,0,0.88,income_urge(0.88)
57,tavern_keeper_tornin,40,40,0.27,0.0,1.0,talk,0.479,нейтрально,42.63,0.03,0.0,0,0.4,obligation(1.00)
57,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.78,0.0,0.0,0,0.87,hunger
58,guard_borko,30,30,1.55,0.0,1.0,block_path,0.272,нейтрально,17.58,0.0,0.0,0,0.41,
58,merchant_goran,20,20,1.81,0.0,1.0,request_service,0.862,нейтрально,89.18,0.0,0.0,0,0.6,
58,maid_lusya,15,15,6.33,0.0,1.0,call_for_help,0.405,нейтрально,6.97,0.01,0.0,0,0.39,
58,blacksmith_orm,45,45,1.74,0.0,1.0,request_service,0.967,нейтрально,60.68,0.0,0.0,0,0.64,income_urge(0.64)
58,thief_shadow,35,35,2.53,0.0,1.0,block_path,0.508,нейтрально,35.77,0.36,0.0,0,0.89,income_urge(0.89)
58,tavern_keeper_tornin,40,40,0.3,0.0,1.0,talk,0.521,нейтрально,42.63,0.03,0.0,0,0.41,obligation(1.00)
58,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.78,0.0,0.0,0,0.88,hunger
59,guard_borko,30,30,1.55,0.0,1.0,ambush,0.291,нейтрально,17.58,0.0,0.0,0,0.42,
59,merchant_goran,20,20,1.81,0.0,1.0,request_service,0.922,нейтрально,93.18,0.0,0.0,0,0.68,hunger(0.68)
59,maid_lusya,15,15,6.34,0.0,1.0,call_for_help,0.526,нейтрально,6.97,0.01,0.0,0,0.41,
59,blacksmith_orm,45,45,1.74,0.0,1.0,request_service,0.903,нейтрально,60.68,0.0,0.0,0,0.67,hunger(0.67); income_urge(0.65)
59,thief_shadow,35,35,2.99,0.0,1.0,block_path,0.541,нейтрально,35.77,0.46,0.0,0,0.9,income_urge(0.90)
59,tavern_keeper_tornin,40,40,0.33,0.0,1.0,talk,0.622,нейтрально,42.63,0.03,0.0,0,0.42,obligation(1.00)
59,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.78,0.0,0.0,0,0.89,hunger
60,guard_borko,30,30,1.55,0.0,1.0,ambush,0.424,нейтрально,17.58,0.0,0.0,0,0.43,
60,merchant_goran,20,20,1.81,0.0,1.0,request_service,0.674,нейтрально,93.07,0.0,0.0,0,0.42,
60,maid_lusya,15,15,6.35,0.0,1.0,call_for_help,0.406,нейтрально,6.97,0.01,0.0,0,0.41,
60,blacksmith_orm,45,45,1.74,0.0,1.0,request_service,0.845,нейтрально,60.57,0.0,0.0,0,0.66,income_urge(0.66)
60,thief_shadow,35,35,3.55,0.0,1.0,block_path,0.685,нейтрально,35.77,0.56,0.0,0,0.91,income_urge(0.91)
60,tavern_keeper_tornin,40,40,0.36,0.0,1.0,talk,0.709,нейтрально,42.96,0.03,0.0,0,0.43,obligation(1.00)
60,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.67,0.0,0.0,0,0.9,hunger
61,guard_borko,30,30,1.55,0.0,1.0,ambush,0.376,нейтрально,17.58,0.0,0.0,0,0.5,
61,merchant_goran,20,20,1.81,0.0,1.0,request_service,0.646,нейтрально,93.07,0.0,0.0,0,0.43,
61,maid_lusya,15,15,6.36,0.0,1.0,call_for_help,0.364,нейтрально,6.97,0.01,0.0,0,0.42,
61,blacksmith_orm,45,45,1.74,0.0,1.0,request_service,0.707,нейтрально,60.57,0.0,0.0,0,0.67,income_urge(0.67)
61,thief_shadow,35,35,4.21,0.0,1.0,block_path,0.712,нейтрально,35.77,0.66,0.0,0,0.92,income_urge(0.92)
61,tavern_keeper_tornin,40,40,0.39,0.0,1.0,talk,0.563,нейтрально,42.96,0.03,0.0,0,0.44,obligation(1.00)
61,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.67,0.0,0.0,0,0.91,hunger
62,guard_borko,30,30,1.55,0.0,1.0,ambush,0.478,нейтрально,17.58,0.0,0.0,0,0.57,
62,merchant_goran,20,20,1.81,0.0,1.0,request_service,0.559,нейтрально,93.07,0.0,0.0,0,0.44,
62,maid_lusya,15,15,6.37,0.0,1.0,call_for_help,0.159,нейтрально,6.97,0.01,0.0,0,0.43,
62,blacksmith_orm,45,45,1.74,0.0,1.0,request_service,0.617,нейтрально,60.57,0.0,0.0,0,0.68,income_urge(0.68)
62,thief_shadow,35,35,4.97,0.0,1.0,block_path,0.657,нейтрально,35.77,0.76,0.0,0,0.93,income_urge(0.93)
62,tavern_keeper_tornin,40,40,0.42,0.0,1.0,talk,0.44,нейтрально,42.96,0.03,0.0,0,0.45,obligation(1.00)
62,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.67,0.0,0.0,0,0.92,hunger
63,guard_borko,30,30,1.55,0.0,1.0,ambush,0.499,нейтрально,17.58,0.0,0.0,0,0.64,hunger(0.64)
63,merchant_goran,20,20,1.81,0.0,1.0,request_service,0.395,нейтрально,93.07,0.0,0.0,0,0.45,
63,maid_lusya,15,15,6.38,0.0,1.0,idle,0.0,нейтрально,6.97,0.01,0.0,0,0.44,
63,blacksmith_orm,45,45,1.74,0.0,1.0,request_service,0.446,нейтрально,60.57,0.0,0.0,0,0.69,income_urge(0.69)
63,thief_shadow,35,35,5.83,0.0,1.0,block_path,0.464,нейтрально,35.77,0.86,0.0,0,0.94,income_urge(0.94)
63,tavern_keeper_tornin,40,40,0.45,0.0,1.0,talk,0.435,нейтрально,42.96,0.03,0.0,0,0.46,obligation(1.00)
63,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.67,0.0,0.0,0,0.93,hunger
64,guard_borko,30,30,1.55,0.0,1.0,ambush,0.385,нейтрально,17.47,0.0,0.0,0,0.47,
64,merchant_goran,20,20,1.81,0.0,1.0,request_service,0.447,нейтрально,93.07,0.0,0.0,0,0.46,
64,maid_lusya,15,15,6.39,0.0,1.0,call_for_help,0.165,нейтрально,6.97,0.01,0.0,0,0.45,
64,blacksmith_orm,45,45,1.74,0.0,1.0,request_service,0.423,нейтрально,60.57,0.0,0.0,0,0.7,income_urge(0.70)
64,thief_shadow,35,35,6.8,0.0,1.0,block_path,0.407,нейтрально,35.77,0.96,0.0,0,0.95,income_urge(0.95)
64,tavern_keeper_tornin,40,40,0.48,0.0,1.0,talk,0.291,нейтрально,43.07,0.03,0.0,0,0.47,obligation(1.00)
64,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.67,0.0,0.0,0,0.94,hunger
65,guard_borko,30,30,1.55,0.0,1.0,ambush,0.601,нейтрально,17.47,0.0,0.0,0,0.48,
65,merchant_goran,20,20,1.81,0.0,1.0,offer_job,0.563,нейтрально,93.07,0.0,0.0,0,0.47,
65,maid_lusya,15,15,6.4,0.0,1.0,call_for_help,0.185,нейтрально,6.97,0.01,0.0,0,0.49,
65,blacksmith_orm,45,45,1.74,0.0,1.0,request_service,0.307,нейтрально,60.57,0.0,0.0,0,0.71,income_urge(0.71)
65,thief_shadow,35,35,7.8,0.0,1.0,block_path,0.246,нейтрально,35.77,1.0,0.0,0,0.95,income_urge(0.95)
65,tavern_keeper_tornin,40,40,0.51,0.0,1.0,talk,0.181,нейтрально,43.07,0.03,0.0,0,0.49,obligation(1.00)
65,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.67,0.0,0.0,0,0.95,hunger
66,guard_borko,30,30,1.55,0.0,1.0,ambush,0.484,нейтрально,17.47,0.0,0.0,0,0.49,
66,merchant_goran,20,20,1.81,0.0,1.0,offer_job,0.645,нейтрально,93.07,0.0,0.0,0,0.48,
66,maid_lusya,15,15,6.41,0.0,1.0,call_for_help,0.333,нейтрально,6.97,0.01,0.0,0,0.58,
66,blacksmith_orm,45,45,1.74,0.0,1.0,idle,0.0,нейтрально,60.57,0.0,0.0,0,0.72,income_urge(0.72)
66,thief_shadow,35,35,8.8,0.0,1.0,ambush,0.424,нейтрально,35.77,1.0,0.0,0,0.95,income_urge(0.95)
66,tavern_keeper_tornin,40,40,0.54,0.0,1.0,idle,0.0,нейтрально,43.07,0.03,0.0,0,0.5,obligation(1.00)
